Spices,Location, Price ,Price_cat,Price_norm,Date
MENTHA OIL,CHENNAI," ₹1,162.50 ",high,0.506556091,4/1/2021
MENTHA OIL,CHENNAI," ₹1,175.00 ",high,0.512159588,5/1/2021
MENTHA OIL,CHENNAI," ₹1,120.00 ",high,0.487504203,6/1/2021
MENTHA OIL,CHENNAI," ₹1,178.00 ",high,0.513504427,7/1/2021
MENTHA OIL,CHENNAI," ₹1,154.90 ",high,0.503149165,8/1/2021
MENTHA OIL,CHENNAI," ₹1,132.00 ",high,0.492883559,9/1/2021
MENTHA OIL,CHENNAI," ₹1,131.00 ",high,0.49243528,10/1/2021
MENTHA OIL,CHENNAI," ₹1,142.00 ",high,0.497366357,11/1/2021
MENTHA OIL,CHENNAI," ₹1,137.90 ",high,0.49552841,12/1/2021
MENTHA OIL,CHENNAI," ₹1,109.40 ",high,0.482752438,1/1/2022
MENTHA OIL,CHENNAI," ₹1,172.80 ",high,0.511173372,2/1/2022
MENTHA OIL,CHENNAI," ₹1,195.90 ",high,0.521528634,3/1/2022
MENTHA OIL,CHENNAI," ₹1,100.00 ",high,0.478538608,4/1/2022
MENTHA OIL,CHENNAI," ₹1,072.00 ",high,0.465986776,5/1/2022
MENTHA OIL,CHENNAI," ₹1,048.00 ",high,0.455228062,6/1/2022
MENTHA OIL,CHENNAI," ₹1,017.40 ",high,0.441510703,7/1/2022
MENTHA OIL,CHENNAI," ₹1,017.00 ",high,0.441331391,8/1/2022
MENTHA OIL,CHENNAI, ₹975.20 ,high,0.422593298,9/1/2022
MENTHA OIL,CHENNAI, ₹990.00 ,high,0.429227838,10/1/2022
MENTHA OIL,CHENNAI, ₹987.00 ,high,0.427882999,11/1/2022
MENTHA OIL,CHENNAI, ₹951.90 ,high,0.412148381,12/1/2022
MENTHA OIL,CHENNAI," ₹1,017.40 ",high,0.441510703,1/1/2023
MENTHA OIL,CHENNAI," ₹1,046.00 ",high,0.454331503,2/1/2023
MENTHA OIL,CHENNAI," ₹1,042.00 ",high,0.452538384,3/1/2023
POPPY SEED,CHENNAI," ₹1,275.00 ",high,0.55698756,1/1/2021
POPPY SEED,CHENNAI," ₹1,275.00 ",high,0.55698756,2/1/2021
POPPY SEED,CHENNAI," ₹1,281.25 ",high,0.559789309,3/1/2021
POPPY SEED,CHENNAI," ₹1,382.00 ",high,0.604953491,4/1/2021
POPPY SEED,CHENNAI," ₹1,502.00 ",high,0.658747058,5/1/2021
POPPY SEED,CHENNAI," ₹1,520.00 ",high,0.666816093,6/1/2021
POPPY SEED,CHENNAI," ₹1,550.00 ",high,0.680264485,7/1/2021
POPPY SEED,CHENNAI," ₹1,650.00 ",high,0.725092458,8/1/2021
POPPY SEED,CHENNAI," ₹1,750.00 ",high,0.76992043,9/1/2021
POPPY SEED,CHENNAI," ₹1,630.00 ",high,0.716126863,10/1/2021
POPPY SEED,CHENNAI," ₹1,600.00 ",high,0.702678471,11/1/2021
POPPY SEED,CHENNAI," ₹1,575.00 ",high,0.691471478,12/1/2021
POPPY SEED,CHENNAI," ₹1,500.00 ",high,0.657850499,1/1/2022
POPPY SEED,CHENNAI," ₹1,562.50 ",high,0.685867982,2/1/2022
POPPY SEED,CHENNAI," ₹1,645.00 ",high,0.722851059,3/1/2022
POPPY SEED,CHENNAI," ₹1,740.00 ",high,0.765437633,4/1/2022
POPPY SEED,CHENNAI," ₹1,462.50 ",high,0.641040009,5/1/2022
POPPY SEED,CHENNAI," ₹1,250.00 ",high,0.545780567,6/1/2022
