Mon_Year,Spices,Location,Grade,Price
Jan-22,NUTMEG (WITHOUT SHELL},COCHIN,,567
Feb-22,NUTMEG (WITHOUT SHELL},COCHIN,,589.25
Mar-22,NUTMEG (WITHOUT SHELL},COCHIN,,563.24
Apr-22,NUTMEG (WITHOUT SHELL},COCHIN,,540
May-22,NUTMEG (WITHOUT SHELL},COCHIN,,525
Jun-22,NUTMEG (WITHOUT SHELL},COCHIN,,468.75
Jul-22,NUTMEG (WITHOUT SHELL},COCHIN,,515.5
Aug-22,NUTMEG (WITHOUT SHELL},COCHIN,,551.25
Sep-22,NUTMEG (WITHOUT SHELL},COCHIN,,558.26
Oct-22,NUTMEG (WITHOUT SHELL},COCHIN,,572.91
Nov-22,NUTMEG (WITHOUT SHELL},COCHIN,,572.5
Dec-22,NUTMEG (WITHOUT SHELL},COCHIN,,562.85
Jan-23,NUTMEG (WITHOUT SHELL},COCHIN,,593.33
Feb-23,NUTMEG (WITHOUT SHELL},COCHIN,,598.2
Mar-23,NUTMEG (WITHOUT SHELL},COCHIN,,555.74
Apr-23,NUTMEG (WITHOUT SHELL},COCHIN,,481
May-23,NUTMEG (WITHOUT SHELL},COCHIN,,472.78
Jun-23,NUTMEG (WITHOUT SHELL},COCHIN,,371.15
Jul-23,NUTMEG (WITHOUT SHELL},COCHIN,,421.2
Aug-23,NUTMEG (WITHOUT SHELL},COCHIN,,427.75
Sep-23,NUTMEG (WITHOUT SHELL},COCHIN,,423.31
Oct-23,NUTMEG (WITHOUT SHELL},COCHIN,,415
Nov-23,NUTMEG (WITHOUT SHELL},COCHIN,,413.06
Dec-23,NUTMEG (WITHOUT SHELL},COCHIN,,421.53
Jan-21,POPPY SEED,CHENNAI,,1275
Feb-21,POPPY SEED,CHENNAI,,1275
Mar-21,POPPY SEED,CHENNAI,,1281.25
Apr-21,POPPY SEED,CHENNAI,,1382
May-21,POPPY SEED,CHENNAI,,1502
Jun-21,POPPY SEED,CHENNAI,,1520
Jul-21,POPPY SEED,CHENNAI,,1550
Aug-21,POPPY SEED,CHENNAI,,1650
Sep-21,POPPY SEED,CHENNAI,,1750
Oct-21,POPPY SEED,CHENNAI,,1630
Nov-21,POPPY SEED,CHENNAI,,1600
Dec-21,POPPY SEED,CHENNAI,,1575
Jan-22,POPPY SEED,CHENNAI,,1500
Feb-22,POPPY SEED,CHENNAI,,1562.5
Mar-22,POPPY SEED,CHENNAI,,1645
Apr-22,POPPY SEED,CHENNAI,,1740
May-22,POPPY SEED,CHENNAI,,1462.5
Jun-22,POPPY SEED,CHENNAI,,1250
Jul-22,POPPY SEED,CHENNAI,,1122.5
Aug-22,POPPY SEED,CHENNAI,,1206.25
Sep-22,POPPY SEED,CHENNAI,,1373
Oct-22,POPPY SEED,CHENNAI,,1378.75
Nov-22,POPPY SEED,CHENNAI,,1401.25
Dec-22,POPPY SEED,CHENNAI,,1370
Jan-23,POPPY SEED,CHENNAI,,1537.5
Feb-23,POPPY SEED,CHENNAI,,1425
Mar-23,POPPY SEED,CHENNAI,,1310
Apr-23,POPPY SEED,CHENNAI,,1237.5
May-23,POPPY SEED,CHENNAI,,1210
Jun-23,POPPY SEED,CHENNAI,,1108.75
Jul-23,POPPY SEED,CHENNAI,,1385
Aug-23,POPPY SEED,CHENNAI,,1400
Sep-23,POPPY SEED,CHENNAI,,1455
Oct-23,POPPY SEED,CHENNAI,,1518.75
Nov-23,POPPY SEED,CHENNAI,,1500
Dec-23,POPPY SEED,CHENNAI,,1440
Jan-21,SAFFRON,DELHI,,70000
Feb-21,SAFFRON,DELHI,,65000
Mar-21,SAFFRON,DELHI,,65000
Apr-21,SAFFRON,DELHI,,65000
May-21,SAFFRON,DELHI,,65000
Jun-21,SAFFRON,DELHI,,675000
Jul-21,SAFFRON,DELHI,,75000
Aug-21,SAFFRON,DELHI,,83000
Sep-21,SAFFRON,DELHI,,107500
Oct-21,SAFFRON,DELHI,,
Nov-21,SAFFRON,DELHI,,
Dec-21,SAFFRON,DELHI,,
Jan-22,SAFFRON,DELHI,,168125
Feb-22,SAFFRON,DELHI,,162500
Mar-22,SAFFRON,DELHI,,168750
Apr-23,SAFFRON,DELHI,,127500
May-23,SAFFRON,DELHI,,127500
Jun-23,SAFFRON,DELHI,,127500
Jul-23,SAFFRON,DELHI,,132500
Aug-23,SAFFRON,DELHI,,166250
Sep-23,SAFFRON,DELHI,,187500
Oct-23,SAFFRON,DELHI,,177500
Nov-23,SAFFRON,DELHI,,183750
Dec-23,SAFFRON,DELHI,,190000
Jan-21,TAMARIND,CHENNAI,,155
Feb-21,TAMARIND,CHENNAI,,147.5
Mar-21,TAMARIND,CHENNAI,,142.5
Apr-21,TAMARIND,CHENNAI,,129
May-21,TAMARIND,CHENNAI,,148.75
Jun-21,TAMARIND,CHENNAI,,151.67
Jul-21,TAMARIND,CHENNAI,,152
Aug-21,TAMARIND,CHENNAI,,126.25
Sep-21,TAMARIND,CHENNAI,,123.75
Oct-21,TAMARIND,CHENNAI,,125
Nov-21,TAMARIND,CHENNAI,,126.25
Dec-21,TAMARIND,CHENNAI,,130
Jan-22,TAMARIND,CHENNAI,,135.62
Feb-22,TAMARIND,CHENNAI,,133.75
Mar-22,TAMARIND,CHENNAI,,133.13
Apr-22,TAMARIND,CHENNAI,,126
May-22,TAMARIND,CHENNAI,,132.5
Jun-22,TAMARIND,CHENNAI,,109.66
Jul-22,TAMARIND,CHENNAI,,148
Aug-22,TAMARIND,CHENNAI,,121.25
Sep-22,TAMARIND,CHENNAI,,112
Oct-22,TAMARIND,CHENNAI,,111.25
Nov-22,TAMARIND,CHENNAI,,113.75
Dec-22,TAMARIND,CHENNAI,,119
Jan-23,TAMARIND,CHENNAI,,115
Feb-23,TAMARIND,CHENNAI,,131.87
Mar-23,TAMARIND,CHENNAI,,146
Apr-23,TAMARIND,CHENNAI,,127.5
May-23,TAMARIND,CHENNAI,,102.5
Jun-23,TAMARIND,CHENNAI,,121.25
Jul-23,TAMARIND,CHENNAI,,114
Aug-23,TAMARIND,CHENNAI,,119.37
Sep-23,TAMARIND,CHENNAI,,113
Oct-23,TAMARIND,CHENNAI,,122.5
Nov-23,TAMARIND,CHENNAI,,113.12
Dec-23,TAMARIND,CHENNAI,,117
Jan-21,TURMERIC,CHENNAI,,117.25
Feb-21,TURMERIC,CHENNAI,,125
Mar-21,TURMERIC,CHENNAI,,125
Apr-21,TURMERIC,CHENNAI,,125.5
May-21,TURMERIC,CHENNAI,,123.75
Jun-21,TURMERIC,CHENNAI,,124.17
Jul-21,TURMERIC,CHENNAI,,121
Aug-21,TURMERIC,CHENNAI,,116.5
Sep-21,TURMERIC,CHENNAI,,107.12
Oct-21,TURMERIC,CHENNAI,,107
Nov-21,TURMERIC,CHENNAI,,108.75
Dec-21,TURMERIC,CHENNAI,,118.75
Jan-22,TURMERIC,CHENNAI,,86.87
Feb-22,TURMERIC,CHENNAI,,113.75
Mar-22,TURMERIC,CHENNAI,,125
Apr-22,TURMERIC,CHENNAI,,107
May-22,TURMERIC,CHENNAI,,105
Jun-22,TURMERIC,CHENNAI,,106.66
Jul-22,TURMERIC,CHENNAI,,104.5
Aug-22,TURMERIC,CHENNAI,,104.37
Sep-22,TURMERIC,CHENNAI,,94
Oct-22,TURMERIC,CHENNAI,,96.25
Nov-22,TURMERIC,CHENNAI,,94.37
Dec-22,TURMERIC,CHENNAI,,97
Jan-23,TURMERIC,CHENNAI,,90
Feb-23,TURMERIC,CHENNAI,,86.87
Mar-23,TURMERIC,CHENNAI,,91
Apr-23,TURMERIC,CHENNAI,,74.37
May-23,TURMERIC,CHENNAI,,78.75
Jun-23,TURMERIC,CHENNAI,,78.12
Jul-23,TURMERIC,CHENNAI,,119.5
Aug-23,TURMERIC,CHENNAI,,145.62
Sep-23,TURMERIC,CHENNAI,,144
Oct-23,TURMERIC,CHENNAI,,110.62
Nov-23,TURMERIC,CHENNAI,,105
Dec-23,TURMERIC,CHENNAI,,104.5
Apr-21,TURMERIC(FINGER),NIZAMABAD,,67.55
May-21,TURMERIC(FINGER),NIZAMABAD,,67.6
Jun-21,TURMERIC(FINGER),NIZAMABAD,,65.25
Jul-21,TURMERIC(FINGER),NIZAMABAD,,63.08
Aug-21,TURMERIC(FINGER),NIZAMABAD,,62.13
Sep-21,TURMERIC(FINGER),NIZAMABAD,,61.12
Oct-21,TURMERIC(FINGER),NIZAMABAD,,61.48
Nov-21,TURMERIC(FINGER),NIZAMABAD,,61.76
Dec-21,TURMERIC(FINGER),NIZAMABAD,,71.49
Jan-22,TURMERIC(FINGER),NIZAMABAD,,73.73
Feb-22,TURMERIC(FINGER),NIZAMABAD,,66.48
Mar-22,TURMERIC(FINGER),NIZAMABAD,,65.24
Apr-22,TURMERIC(FINGER),NIZAMABAD,,67.42
May-22,TURMERIC(FINGER),NIZAMABAD,,60.74
Jun-22,TURMERIC(FINGER),NIZAMABAD,,60.02
Jul-22,TURMERIC(FINGER),NIZAMABAD,,60.97
Aug-22,TURMERIC(FINGER),NIZAMABAD,,58.98
Sep-22,TURMERIC(FINGER),NIZAMABAD,,56.61
Oct-22,TURMERIC(FINGER),NIZAMABAD,,54.56
Nov-22,TURMERIC(FINGER),NIZAMABAD,,58.72
Dec-22,TURMERIC(FINGER),NIZAMABAD,,61.76
Jan-23,TURMERIC(FINGER),NIZAMABAD,,57.25
Feb-23,TURMERIC(FINGER),NIZAMABAD,,49.32
Mar-23,TURMERIC(FINGER),NIZAMABAD,,61.56
Apr-23,TURMERIC(FINGER),NIZAMABAD,,57.05
May-23,TURMERIC(FINGER),NIZAMABAD,,62.97
Jun-23,TURMERIC(FINGER),NIZAMABAD,,62.63
Jul-23,TURMERIC(FINGER),NIZAMABAD,,79.17
Aug-23,TURMERIC(FINGER),NIZAMABAD,,111.13
Sep-23,TURMERIC(FINGER),NIZAMABAD,,101.87
Oct-23,TURMERIC(FINGER),NIZAMABAD,,103.34
Nov-23,TURMERIC(FINGER),NIZAMABAD,,107.9
Dec-23,TURMERIC(FINGER),NIZAMABAD,,109.91
